#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648720685432926,160.701488161811,-0.445422708965195,19.34314,18.12056,17.55584,17.19446,16.9961,756,301,2,300,309694249559943168,GALAXY,0.08592108,275,51910,261
1237648720685432904,160.820289163017,-0.522240979732535,16.344,14.85487,14.29812,14.12055,14.08315,756,301,2,300,2881263968993699840,STAR,-4.793931E-05,2559,54208,313
1237648720685432899,160.816637445029,-0.557673714066304,17.95812,16.9013,16.52805,16.39926,16.37399,756,301,2,300,2689860710036432896,STAR,-7.664677E-05,2389,54213,312
1237648720685432893,160.812107664469,-0.520466084951868,19.42387,18.24594,18.31933,18.40867,18.52614,756,301,2,300,2892522968498333696,STAR,0.0008307828,2569,54234,313
1237648720685432844,160.730354569301,-0.521740212479993,19.13281,17.80045,17.2643,17.07242,16.98861,756,301,2,300,2881264243871606784,STAR,0.0001864681,2559,54208,314
1237648720685432838,160.717003902836,-0.609533502346751,18.44119,17.54684,17.27727,17.1878,17.20361,756,301,2,300,2881256272412305408,STAR,-0.0001142027,2559,54208,285
1237648720685432836,160.675454247736,-0.559791087508745,17.54073,15.83706,15.15225,14.91498,14.82364,756,301,2,300,2881265893139048448,STAR,0.0002366447,2559,54208,320
1237648720685301915,160.453491880986,-0.617038417187846,19.10892,17.76311,16.91794,16.47233,16.19134,756,301,2,298,308538937767389184,GALAXY,0.1383506,274,51913,154
1237648720685301897,160.443642405501,-0.600549711940271,18.27173,17.0717,16.65145,16.39055,16.27766,756,301,2,298,308536188988319744,GALAXY,0.03641907,274,51913,144
1237648720685301891,160.433951720843,-0.60848149784989,19.38467,18.59734,18.12431,17.74761,17.63823,756,301,2,298,309704969798313984,GALAXY,0.1321922,275,51910,300
1237648720685301865,160.384805843203,-0.586704796317675,19.52565,19.29625,18.95885,18.52108,18.57694,756,301,2,298,309699747118082048,QSO,0.1346428,275,51910,281
1237648720685236327,160.248668673739,-0.5799923607078,19.31804,17.30973,16.17525,15.69015,15.31261,756,301,2,297,309702495897151488,GALAXY,0.1370104,275,51910,291
1237648720685236313,160.227546792932,-0.433199866817967,19.48611,17.93822,17.21548,16.82853,16.53911,756,301,2,297,309705244676220928,GALAXY,0.1335348,275,51910,301
1237648720685105353,160.035161870165,-0.599992668573346,19.31866,18.27407,17.74884,17.41618,17.24165,756,301,2,295,308547184104597504,GALAXY,0.07470067,274,51913,184
1237648720685105352,160.034263606852,-0.421625751212431,19.2634,17.67693,16.82551,16.42307,16.13864,756,301,2,295,308551032395294720,GALAXY,0.1330486,274,51913,198
1237648720685039769,159.847523457182,-0.534266400017217,19.38251,17.92302,17.11018,16.66492,16.34558,756,301,2,294,308547733860411392,GALAXY,0.1141676,274,51913,186
1237648720686547089,163.299997708543,-0.499998831033702,18.60505,17.53642,17.12961,16.8131,16.7335,756,301,2,317,310795135560476672,GALAXY,0.07227067,276,51909,170
1237648720686546994,163.299666098911,-0.583335197760229,17.54274,16.18851,15.61846,15.39516,15.28372,756,301,2,317,2689783194466674688,STAR,0.0009768099,2389,54213,30
1237648720686547139,163.336503208026,-0.606386092806898,17.1468,15.91065,15.463,15.2034,15.03239,756,301,2,317,310794860682569728,GALAXY,0.01849591,276,51909,169
1237648720686481517,163.115504874899,-0.606720629277914,19.21814,18.12746,17.6847,17.44389,17.26686,756,301,2,316,310799258729080832,GALAXY,0.02149814,276,51909,185
1237648720686481504,163.101904139241,-0.500528281803148,19.39802,18.13951,17.58616,17.18673,16.97219,756,301,2,316,310799808484894720,GALAXY,0.07251223,276,51909,187
1237648720686481482,163.202555551645,-0.550412687311221,18.19154,17.24701,16.94457,16.8339,16.80232,756,301,2,316,4247098496551723008,STAR,6.053101E-05,3772,55277,742
1237648720686481471,163.196201963648,-0.558605761982302,19.17479,17.89366,17.37101,17.16031,17.06594,756,301,2,316,2689785943245744128,STAR,0.0007902222,2389,54213,40
1237648720686481444,163.164113767955,-0.618697159367692,18.86297,18.47356,18.31293,18.28635,18.21639,756,301,2,316,4247088600947073024,QSO,2.261776,3772,55277,706
1237648720686481425,163.149062241639,-0.615674103786404,16.2002,15.04214,14.40526,14.28151,14.24865,756,301,2,316,2689785393489930240,STAR,-5.933734E-05,2389,54213,38
1237648720686481422,163.129483901514,-0.503867232175917,18.14278,16.89617,16.89214,16.99544,17.09234,756,301,2,316,2881184529278593024,STAR,0.001201092,2559,54208,24
1237648720685826231,161.598800234946,-0.550141164131812,19.55911,17.67387,16.70643,16.32966,16.03905,756,301,2,306,309660989333202944,GALAXY,0.07696021,275,51910,140
1237648720685826207,161.582631841209,-0.528305813567584,19.03796,17.35102,16.56406,16.19586,15.90696,756,301,2,306,309674183472736256,GALAXY,0.03836075,275,51910,188
1237648720685826053,161.580865342619,-0.541816566978785,17.96859,16.45618,15.87957,15.70021,15.63861,756,301,2,306,2881229609255331840,STAR,-6.327294E-05,2559,54208,188
1237648720685760591,161.429109245469,-0.593212361703059,19.00578,17.89613,17.37406,17.02465,16.81729,756,301,2,305,309682429809944576,GALAXY,0.08506283,275,51910,218
1237648720685760584,161.422666377326,-0.519243205589292,18.99146,17.07726,16.12667,15.69658,15.36008,756,301,2,305,309674458350643200,GALAXY,0.08484705,275,51910,189
1237648705130791246,221.84013548698,0.611705925970186,19.47946,18.03308,17.39289,17.06784,16.83607,752,301,5,523,346910789854062592,GALAXY,0.07452711,308,51662,486
1237648705130791032,221.907946662094,0.496709992884404,17.44692,16.51682,16.24003,16.14652,16.11031,752,301,5,523,3275369625784707072,STAR,-0.0002738165,2909,54653,461
1237648705130791018,221.902308256406,0.462168351384709,18.17631,16.95115,16.38739,16.1694,16.05073,752,301,5,523,3275380346023077888,STAR,-4.833257E-05,2909,54653,500
1237648705130790988,221.867773767863,0.627794047272071,17.87543,16.84058,16.58549,16.52185,16.52229,752,301,5,523,3275369350906800128,STAR,9.774827E-06,2909,54653,460
1237648705130790984,221.864273012622,0.603230620470549,17.58932,16.63618,16.34774,16.26472,16.23644,752,301,5,523,3275367701639358464,STAR,0.0001230528,2909,54653,454
1237648705130790936,221.80846101287,0.466891400235215,16.8609,15.65459,15.84795,16.01778,16.09447,752,301,5,523,3275371000174241792,STAR,-5.198865E-05,2909,54653,466
1237648705130725661,221.774355540313,0.585563069312692,19.04896,17.62684,16.84383,16.4579,16.17873,752,301,5,522,346910514976155648,GALAXY,0.0957781,308,51662,485
1237648705130725646,221.76866097064,0.493656062861471,19.50523,18.08859,17.06812,16.59314,16.23049,752,301,5,522,346909415464527872,GALAXY,0.1714733,308,51662,481
1237648705130725628,221.766733248506,0.479062035030444,17.68773,16.15192,15.37372,14.9532,14.64231,752,301,5,522,4528611407671828480,GALAXY,0.05580719,4022,55352,880
1237648705130725570,221.71120886724,0.468614706553582,18.61506,17.66902,17.3256,17.07911,16.96687,752,301,5,522,346911064731969536,GALAXY,0.055526,308,51662,487
1237648705130725465,221.757615823808,0.621696381154197,19.48781,18.34975,18.32759,18.39081,18.48263,752,301,5,522,3303525094462089216,STAR,0.0007792063,2934,54626,490
1237648705130725456,221.738193790353,0.475333980782846,19.29643,18.30095,17.97338,17.86088,17.78991,752,301,5,522,3303527568363251712,STAR,-0.0003099385,2934,54626,499
1237648705130725430,221.706131391003,0.528685832829239,19.37555,18.27386,17.7944,17.60329,17.50417,752,301,5,522,3275369900662614016,STAR,-0.0002116581,2909,54653,462
1237648705130725422,221.693066333904,0.430141181852948,18.2921,17.17186,17.38653,17.5653,17.6834,752,301,5,522,3275371824807962624,STAR,-0.0001771573,2909,54653,469
1237648705130725414,221.685802578911,0.541573250716559,18.76614,17.47334,16.93288,16.72206,16.60205,752,301,5,522,3303524544706275328,STAR,-9.468137E-05,2934,54626,488
1237648705130660082,221.517349669398,0.501690542525891,19.33756,17.0609,16.05876,15.67662,15.44594,752,301,5,521,3303519596903950336,STAR,2.568878E-05,2934,54626,470
1237648705130660009,221.59585692277,0.480183883551787,19.23104,18.20884,17.89136,17.78259,17.75736,752,301,5,521,3303519322026043392,STAR,0.0002490855,2934,54626,469
1237648705130660006,221.595774425864,0.528211210853644,18.18575,16.91729,16.98115,17.01807,17.02806,752,301,5,521,3275360279935870976,STAR,-0.0003819694,2909,54653,427
1237648705130659988,221.562540520736,0.580158773374503,17.14242,15.63551,15.02396,14.78998,14.65014,752,301,5,521,3275356981400987648,STAR,-0.000196452,2909,54653,415
1237648705130659937,221.533853153233,0.623223399445443,16.26559,15.31763,15.03526,14.92372,14.86764,752,301,5,521,3275357256278894592,STAR,0.0003979163,2909,54653,416
1237648705130659862,221.498400646813,0.597512280827266,17.43719,16.50009,16.13932,16.01473,15.95873,752,301,5,521,3275356706523080704,STAR,0.0001665822,2909,54653,414
1237648705130594400,221.441713486361,0.581083659130539,18.04508,16.81564,16.39389,16.24002,16.18995,752,301,5,520,3275346261162616832,STAR,0.000249663,2909,54653,376
1237648705130594334,221.364993161492,0.454014691590994,17.52671,16.10266,15.5727,15.35048,15.24569,752,301,5,520,3275359730180057088,STAR,0.0008362237,2909,54653,425
1237648705130529068,221.277737641475,0.494732180077551,19.25605,18.11174,17.34868,16.93481,16.68558,752,301,5,519,346906116929644544,GALAXY,0.1098084,308,51662,469
1237648705130529052,221.267858202689,0.436562845620898,19.51547,18.58734,18.33786,18.23523,18.24343,752,301,5,519,3303508326909765632,STAR,0.0002554863,2934,54626,429
1237648705130529024,221.263726422944,0.526978719187992,17.00244,15.55892,14.93361,14.58515,14.32871,752,301,5,519,346905017418016768,GALAXY,0.02873155,308,51662,465
1237648705130528822,221.257258140161,0.476426183032848,17.59142,16.66143,16.42614,16.34742,16.32363,752,301,5,519,3275347910430058496,STAR,-0.0007436435,2909,54653,382
1237648705130528804,221.227229347404,0.451146307741802,18.60544,17.67091,17.41983,17.32616,17.2992,752,301,5,519,3275349834575407104,STAR,-0.0005040855,2909,54653,389
1237648705130463331,221.163280194143,0.483958451876976,17.88442,16.96119,16.64287,16.53269,16.48384,752,301,5,518,3303509151543486464,STAR,3.191721E-05,2934,54626,432
1237648705130463329,221.152856399995,0.451438121973628,18.72254,17.38212,16.82234,16.65747,16.55055,752,301,5,518,3275349009941686272,STAR,-9.995691E-06,2909,54653,386
1237648705130463306,221.132736887463,0.436973652243933,18.21947,16.94176,16.4855,16.34868,16.28067,752,301,5,518,3303506952520230912,STAR,9.979076E-05,2934,54626,424
1237648705130463258,221.064125646689,0.58761841506162,17.98792,16.4793,15.89139,15.68964,15.57897,752,301,5,518,3275335815802152960,STAR,-9.231E-05,2909,54653,338
1237648705130463256,221.041738279011,0.564546475002944,18.7746,17.64604,17.22892,17.07624,17.01672,752,301,5,518,345823372870969344,STAR,4.983913E-05,307,51663,626
1237648705130397979,221.011337617603,0.538007925650815,19.43955,18.52889,18.24026,18.13412,18.05673,752,301,5,517,4528577322811367424,STAR,-0.0002477983,4022,55352,756
1237648705130397786,221.012714112854,0.463478570659879,18.75202,17.90223,17.58861,17.45896,17.41188,752,301,5,517,3275349559697500160,STAR,-0.0005221197,2909,54653,388
1237648705130397720,220.919525702691,0.513809061084461,19.03802,17.42171,16.71644,16.41698,16.23746,752,301,5,517,3303496232281860096,STAR,7.802809E-05,2934,54626,385
1237648705130332206,220.810203916251,0.632124421886805,19.49442,17.99958,17.41921,17.21484,17.10793,752,301,5,516,3275334441412618240,STAR,-0.0001348679,2909,54653,333
1237648705130332194,220.8054142611,0.58928524638945,19.57003,17.3458,16.40484,16.05693,15.8713,752,301,5,516,3303484962287675392,STAR,-0.0001509696,2934,54626,344
1237648705130332177,220.77658931875,0.561814348330712,19.24336,17.86197,17.30386,17.06635,16.94732,752,301,5,516,3303487436188837888,STAR,-0.000180286,2934,54626,353
1237648705130266734,220.724330599904,0.50223038619109,18.72794,17.20167,16.65129,16.43697,16.32,752,301,5,515,3275336915313780736,STAR,-0.0001336884,2909,54653,342
1237648705130266723,220.711731226385,0.461338752649978,19.26163,17.71671,17.12826,16.89513,16.79474,752,301,5,515,3275337190191687680,STAR,-0.0002333123,2909,54653,343
1237648705130266710,220.684122787949,0.454116001031524,18.44022,18.02603,17.97474,18.0135,18.12117,752,301,5,515,3303484412531861504,STAR,-5.155811E-05,2934,54626,342
1237648705130266707,220.683188858226,0.598384717928357,19.28787,17.52747,16.75908,16.41961,16.23461,752,301,5,515,3303486886433024000,STAR,-4.105244E-06,2934,54626,351
1237648705130266634,220.599269134954,0.618942040233027,18.37159,16.28451,15.44592,15.16673,15.01227,752,301,5,515,346867908900579328,STAR,-7.05005E-05,308,51662,330
1237648705130070251,220.181510498802,0.464743603443404,19.5796,17.68983,16.74287,16.33313,16.0111,752,301,5,512,345811278243063808,GALAXY,0.1092154,307,51663,582
1237648705130070045,220.177629313375,0.606597158255356,18.73475,17.79811,17.46425,17.34566,17.29465,752,301,5,512,4528521797474164736,STAR,0.0002552782,4022,55352,554
1237648705130004781,220.122411215283,0.584089431543556,16.93221,15.56652,14.92086,14.58185,14.3252,752,301,5,511,345800008248879104,GALAXY,0.03717615,307,51663,541
1237648705129939239,219.938724564995,0.53120346543933,18.9146,17.67455,16.96098,16.57482,16.29057,752,301,5,510,345790937277949952,GALAXY,0.116515,307,51663,508
1237648705129873672,219.779772733696,0.508632555826582,17.27438,16.14879,15.72019,15.48375,15.35073,752,301,5,509,345785164841904128,GALAXY,0.03325611,307,51663,487
1237648705129808058,219.665185835745,0.441050803182729,19.29275,19.02275,18.92752,18.85194,18.76428,752,301,5,508,345778842650044416,QSO,1.971239,307,51663,464
1237648704578388017,186.423285449558,0.0999199049596275,16.91041,15.45433,14.85858,14.64869,14.53447,752,301,4,286,2880192768649488384,STAR,8.831267E-05,2558,54140,512
1237648704578387996,186.360256919616,0.0823529345878174,18.9836,17.52731,16.99701,16.7796,16.66278,752,301,4,286,2880193593283209216,STAR,8.966895E-05,2558,54140,515
1237648704578387988,186.357402588231,0.0638316787759635,16.38773,14.9501,14.43486,14.2691,14.19747,752,301,4,286,2880193318405302272,STAR,-4.303197E-05,2558,54140,514
1237648704578322478,186.28596012273,0.0619332997191274,18.0996,17.1742,16.83233,16.70185,16.66806,752,301,4,285,325504953231632384,STAR,0.000185148,289,51990,436
1237648704578257299,186.146904726777,0.129426424067172,19.20085,18.08511,17.69779,17.42061,17.29814,752,301,4,284,324431280294881280,GALAXY,0.04204269,288,52000,626
1237648704578257140,186.134756873551,0.0521989908150118,19.58891,18.64184,18.49889,18.46553,18.45593,752,301,4,284,2891359134081378304,STAR,-0.0001201035,2568,54153,175
1237648704578257089,186.113831679167,0.152882187142566,16.32657,14.79158,14.1052,13.75229,13.46165,752,301,4,284,324433204440229888,GALAXY,0.02549985,288,52000,633
1237648704578257048,186.03958032055,0.164585908662582,19.08999,17.87979,17.30001,16.91738,16.72677,752,301,4,284,324431555172788224,GALAXY,0.07909836,288,52000,627
1237648704578257040,186.033835632572,0.113212742547732,19.10102,17.89368,17.17626,16.78514,16.47559,752,301,4,284,325493958115354624,GALAXY,0.1560981,289,51990,396
1237648704578257035,186.026429751534,0.11730679581279,19.49485,17.74386,16.93079,16.61019,16.40522,752,301,4,284,2880185621823907840,STAR,0.0002207509,2558,54140,486
1237648704578257021,186.015891331608,0.154528346049551,19.42352,18.08814,17.5851,17.41209,17.34603,752,301,4,284,2880186996213442560,STAR,0.0001059488,2558,54140,491
1237648704578256971,186.111176946891,0.00886898269918994,17.79889,16.90706,16.53008,16.38745,16.30119,752,301,4,284,2880188645480884224,STAR,0.0007772883,2558,54140,497
1237648704578256965,186.101164194068,0.119306271629869,17.70918,16.77318,16.49644,16.38192,16.34623,752,301,4,284,2880189195236698112,STAR,0.0006451262,2558,54140,499
1237648704578256961,186.076522637927,0.0560707321603442,17.72557,16.5077,16.11247,15.97783,15.92708,752,301,4,284,2880187271091349504,STAR,4.177779E-05,2558,54140,492
1237648704578256916,186.033936615198,0.00570766122670842,18.76134,17.27291,16.74922,16.59132,16.47496,752,301,4,284,2880187545969256448,STAR,-0.0001729351,2558,54140,493
1237648704578256901,186.011703353148,0.0443163729144952,16.37136,14.76484,14.22739,14.07195,13.9889,752,301,4,284,2880181773533210624,STAR,-7.293044E-05,2558,54140,472
1237648704578191418,185.980083800185,0.0391553011267553,15.1353,13.94085,13.94638,14.00164,14.03319,752,301,4,283,2880180674021582848,STAR,0.0004138405,2558,54140,468
1237648704578191376,185.901537768358,0.145036438800279,16.0238,15.09469,14.80986,14.6965,14.6701,752,301,4,283,2880179024754141184,STAR,0.0004771756,2558,54140,462
1237648704578125964,185.855533916571,0.13328982915565,19.59163,17.81984,16.84598,16.44592,16.10031,752,301,4,282,324430455661160448,GALAXY,0.1062806,288,52000,623
1237648704578125855,185.770327519964,0.198644075214972,18.70031,17.83492,17.57053,17.45308,17.40799,752,301,4,282,2880182873044838400,STAR,-6.915776E-05,2558,54140,476
1237648704578125853,185.766534206857,0.0285540110063409,18.97832,18.10239,17.81904,17.71502,17.695,752,301,4,282,2880180124265768960,STAR,0.0004330849,2558,54140,466
1237648704578125851,185.74714217333,0.196282528835222,19.05024,19.09565,19.19766,18.90488,18.8281,752,301,4,282,324422484201859072,QSO,1.895719,288,52000,594
1237648704578125834,185.717499546258,0.0916608920785233,16.41278,14.86871,14.31287,14.10415,13.98788,752,301,4,282,2880180399143675904,STAR,-0.0001206905,2558,54140,467
1237648704578060441,185.65197683527,0.0415426573142233,19.26136,19.1851,18.9592,18.88952,18.86333,752,301,4,281,324420834934417408,QSO,1.330196,288,52000,588
